"names","pts","ast","reb","wins","total_games","win_pct","year"
"B.J. Armstrong",12.2926829268293,4.02439024390244,1.81707317073171,57,82,0.695121951219512,1993
"Barry Stevens",1,0,1,0,2,0,1993
"Bart Kofoed",2.42857142857143,1.42857142857143,0.142857142857143,3,7,0.428571428571429,1993
"Benoit Benjamin",5.67796610169492,0.372881355932203,3.54237288135593,30,59,0.508474576271186,1993
"Bernard King",6.96875,0.5625,2.375,13,32,0.40625,1993
"Bill Cartwright",5.61904761904762,1.31746031746032,3.6984126984127,43,63,0.682539682539683,1993
"Bill Laimbeer",8.69620253164557,1.60759493670886,5.30379746835443,39,79,0.493670886075949,1993
"Billy Owens",16.5405405405405,3.89189189189189,7.13513513513514,13,37,0.351351351351351,1993
"Bimbo Coles",10.5555555555556,4.60493827160494,2.04938271604938,36,81,0.444444444444444,1993
"Bison Dele",4.57142857142857,0.238095238095238,2.66666666666667,10,21,0.476190476190476,1993
"Blair Rasmussen",3.22727272727273,0.227272727272727,2.5,11,22,0.5,1993
"Blue Edwards",16.8536585365854,2.60975609756098,4.65853658536585,28,82,0.341463414634146,1993
"Bo Kimble",3.66666666666667,0.555555555555556,1.22222222222222,7,9,0.777777777777778,1993
"Bob McCann",6.26582278481013,0.860759493670886,3.59493670886076,18,79,0.227848101265823,1993
"Bobby Phills",3,0.32258064516129,0.548387096774194,27,31,0.870967741935484,1993
"Brad Daugherty",20.169014084507,4.3943661971831,10.2253521126761,50,71,0.704225352112676,1993
"Brad Lohaus",9.05,1.5875,3.45,27,80,0.3375,1993
"Brad Sellers",2.5,0.851851851851852,1.53703703703704,10,54,0.185185185185185,1993
"Brent Price",3.85294117647059,2.26470588235294,1.51470588235294,17,68,0.25,1993
"Brian Howard",6.45588235294118,0.985294117647059,3.11764705882353,9,68,0.132352941176471,1993
"Brian Shaw",7.32352941176471,3.45588235294118,3.77941176470588,28,68,0.411764705882353,1993
"Bryant Stith",8.8974358974359,1.25641025641026,3.17948717948718,19,39,0.487179487179487,1993
"Buck Johnson",6.54794520547945,1.21917808219178,2.67123287671233,19,73,0.26027397260274,1993
"Buck Williams",8.26829268292683,0.914634146341463,8.41463414634146,51,82,0.621951219512195,1993
"Byron Houston",5.32911392405063,0.873417721518987,3.9873417721519,33,79,0.417721518987342,1993
"Byron Irvin",5.5,0.5,1,0,4,0,1993
"Byron Scott",13.6551724137931,2.70689655172414,2.31034482758621,24,58,0.413793103448276,1993
"Carl Herrera",7.46913580246914,0.753086419753086,5.60493827160494,54,81,0.666666666666667,1993
"Cedric Ceballos",12.8243243243243,1.04054054054054,5.51351351351351,57,74,0.77027027027027,1993
"Charles Barkley",25.5789473684211,5.06578947368421,12.2105263157895,61,76,0.802631578947368,1993
"Charles Jones",1.3134328358209,0.626865671641791,4.13432835820895,19,67,0.283582089552239,1993
"Charles Oakley",6.89024390243902,1.53658536585366,8.63414634146342,60,82,0.731707317073171,1993
"Charles Shackleford",3.97916666666667,0.541666666666667,4.27083333333333,16,48,0.333333333333333,1993
"Charles Smith",12.3827160493827,1.75308641975309,5.33333333333333,59,81,0.728395061728395,1993
"Chris Corchiani",4.4,1.6,0.7,6,10,0.6,1993
"Chris Dudley",3.45070422535211,0.225352112676056,7.22535211267606,42,71,0.591549295774648,1993
"Chris Gatling",9.25714285714286,0.571428571428571,4.57142857142857,29,70,0.414285714285714,1993
"Chris Morris",14.1038961038961,1.37662337662338,5.8961038961039,39,77,0.506493506493506,1993
"Chris Mullin",25.8913043478261,3.60869565217391,5.04347826086957,20,46,0.434782608695652,1993
"Chris Smith",4.3375,2.45,1.2,19,80,0.2375,1993
"Christian Laettner",18.1728395061728,2.75308641975309,8.74074074074074,19,81,0.234567901234568,1993
"Chuck Person",16.7820512820513,4.3974358974359,5.55128205128205,18,78,0.230769230769231,1993
"Chucky Brown",5.07792207792208,0.662337662337662,3.01298701298701,40,77,0.519480519480519,1993
"Clar. Weatherspoon",15.609756097561,1.79268292682927,7.18292682926829,26,82,0.317073170731707,1993
"Clifford Robinson",19.1463414634146,2.21951219512195,6.60975609756098,51,82,0.621951219512195,1993
"Clyde Drexler",19.9183673469388,5.6734693877551,6.30612244897959,30,49,0.612244897959184,1993
"Corey Williams",2.31428571428571,0.657142857142857,0.885714285714286,27,35,0.771428571428571,1993
"Craig Ehlo",11.5731707317073,3.09756097560976,4.91463414634146,54,82,0.658536585365854,1993
"Dale Davis",8.86585365853658,0.841463414634146,8.81707317073171,41,82,0.5,1993
"Dale Ellis",16.6585365853659,1.30487804878049,3.80487804878049,49,82,0.597560975609756,1993
"Dan Majerle",16.9268292682927,3.79268292682927,4.67073170731707,62,82,0.75609756097561,1993
"Dan O'Sullivan",1.5,0.166666666666667,1,3,6,0.5,1993
"Dan Schayes",4.6,1.11428571428571,3.55714285714286,25,70,0.357142857142857,1993
"Dana Barros",7.84057971014493,2.18840579710145,1.55072463768116,49,69,0.710144927536232,1993
"Danny Ainge",11.8375,3.25,2.675,62,80,0.775,1993
"Danny Ferry",7.53947368421053,1.80263157894737,3.67105263157895,50,76,0.657894736842105,1993
"Danny Manning",22.7848101265823,2.62025316455696,6.58227848101266,40,79,0.506329113924051,1993
"Danny Young",2.89230769230769,1.83076923076923,0.723076923076923,36,65,0.553846153846154,1993
"Darrell Walker",2.16216216216216,1.43243243243243,1.56756756756757,22,37,0.594594594594595,1993
"Dave Hoppen",1,0,2,0,2,0,1993
"Dave Johnson",3.73809523809524,0.30952380952381,1.14285714285714,26,42,0.619047619047619,1993
"David Benoit",8.09756097560976,0.524390243902439,4.78048780487805,47,82,0.573170731707317,1993
"David Robinson",23.3658536585366,3.67073170731707,11.6585365853659,49,82,0.597560975609756,1993
"David Wingate",6.11111111111111,2.54166666666667,2.41666666666667,39,72,0.541666666666667,1993
"David Wood",2.421875,0.53125,1.515625,38,64,0.59375,1993
"Dee Brown",10.925,5.7625,3.075,46,80,0.575,1993
"Delaney Rudd",1.73333333333333,1.13333333333333,0.6,10,15,0.666666666666667,1993
"Dell Curry",15.3375,2.25,3.575,44,80,0.55,1993
"Dennis Rodman",7.54838709677419,1.64516129032258,18.258064516129,36,62,0.580645161290323,1993
"Dennis Scott",15.8888888888889,2.51851851851852,3.44444444444444,29,54,0.537037037037037,1993
"Derek Harper",18.1612903225806,5.38709677419355,1.98387096774194,8,62,0.129032258064516,1993
"Derek Strong",6.78260869565217,0.608695652173913,5,7,23,0.304347826086957,1993
"Derrick Coleman",20.6842105263158,3.63157894736842,11.2105263157895,39,76,0.513157894736842,1993
"Derrick McKey",13.4285714285714,2.55844155844156,4.24675324675325,50,77,0.649350649350649,1993
"Detlef Schrempf",19.109756097561,6.01219512195122,9.51219512195122,41,82,0.5,1993
"Dexter Cambridge",6.9811320754717,1.09433962264151,3.15094339622642,9,53,0.169811320754717,1993
"Dikembe Mutombo",13.7926829268293,1.79268292682927,13.0487804878049,36,82,0.439024390243902,1993
"Doc Rivers",7.84415584415584,5.15584415584416,2.49350649350649,57,77,0.74025974025974,1993
"Dominique Wilkins",29.8732394366197,3.19718309859155,6.7887323943662,39,71,0.549295774647887,1993
"Don MacLean",6.56451612903226,0.629032258064516,1.96774193548387,17,62,0.274193548387097,1993
"Donald Hodge",4.9746835443038,0.949367088607595,3.72151898734177,9,79,0.113924050632911,1993
"Donald Royal",9.16883116883117,1.03896103896104,3.83116883116883,37,77,0.480519480519481,1993
"Doug Christie",6.17391304347826,2.30434782608696,2.21739130434783,8,23,0.347826086956522,1993
"Doug Lee",1,1,0.4,1,5,0.2,1993
"Doug Overton",8.13333333333333,3.48888888888889,2.35555555555556,13,45,0.288888888888889,1993
"Doug Smith",10.3934426229508,1.70491803278689,5.37704918032787,4,61,0.0655737704918033,1993
"Doug West",19.2875,2.9375,3.0875,19,80,0.2375,1993
"Drazen Petrovic",22.3428571428571,3.52857142857143,2.71428571428571,39,70,0.557142857142857,1993
"Duane Causwell",8.23636363636364,0.636363636363636,5.50909090909091,18,55,0.327272727272727,1993
"Duane Cooper",2.4,2.30769230769231,0.769230769230769,29,65,0.446153846153846,1993
"Duane Ferrell",10.2317073170732,1.60975609756098,2.32926829268293,43,82,0.524390243902439,1993
"Duane Washington",0,1.25,0.5,3,4,0.75,1993
"Dwayne Schintzius",1.4,0.4,1.6,1,5,0.2,1993
"Ed Nealy",1.68292682926829,0.365853658536585,1.5609756097561,20,41,0.48780487804878,1993
"Ed Pinckney",4.57142857142857,0.142857142857143,6.14285714285714,2,7,0.285714285714286,1993
"Eddie Johnson",14.3536585365854,1.64634146341463,3.31707317073171,55,82,0.670731707317073,1993
"Eddielee Wilkins",6.07692307692308,0.0769230769230769,1.53846153846154,7,26,0.269230769230769,1993
"Elden Campbell",7.67088607594937,0.607594936708861,4.20253164556962,38,79,0.481012658227848,1993
"Elmore Spencer",2.36363636363636,0.181818181818182,1.40909090909091,20,44,0.454545454545455,1993
"Eric Anderson",1.3125,0.1875,0.875,13,16,0.8125,1993
"Eric Murdock",14.4050632911392,7.63291139240506,3.59493670886076,28,79,0.354430379746835,1993
"Felton Spencer",4.12676056338028,0.23943661971831,4.56338028169014,17,71,0.23943661971831,1993
"Frank Brickowski",16.8939393939394,2.96969696969697,6.13636363636364,23,66,0.348484848484849,1993
"Frank Johnson",4.31168831168831,2.41558441558442,1.46753246753247,59,77,0.766233766233766,1993
"Fred Roberts",7.58227848101266,1.49367088607595,3,27,79,0.341772151898734,1993
"Gary Grant",6.56756756756757,4.77027027027027,1.87837837837838,39,74,0.527027027027027,1993
"Gary Payton",13.5365853658537,4.86585365853659,3.42682926829268,55,82,0.670731707317073,1993
"Gary Plummer",4.68333333333333,0.666666666666667,2.88333333333333,29,60,0.483333333333333,1993
"George McCloud",7.24358974358974,2.46153846153846,2.62820512820513,39,78,0.5,1993
"Gerald Glass",5.26666666666667,1.28333333333333,2.36666666666667,30,60,0.5,1993
"Gerald Paddio",3.85365853658537,0.804878048780488,1.21951219512195,25,41,0.609756097560976,1993
"Gerald Wilkins",11.125,2.2875,2.675,53,80,0.6625,1993
"Glen Rice",18.9512195121951,2.19512195121951,5.17073170731707,36,82,0.439024390243902,1993
"Grant Long",13.9605263157895,2.39473684210526,7.47368421052632,32,76,0.421052631578947,1993
"Greg Anthony",6.55714285714286,5.68571428571429,2.42857142857143,50,70,0.714285714285714,1993
"Greg Dreiling",1.06976744186047,0.186046511627907,1.53488372093023,19,43,0.441860465116279,1993
"Greg Foster",2.90697674418605,0.488372093023256,1.93023255813953,18,43,0.418604651162791,1993
"Greg Grant",2.69444444444444,2.86111111111111,0.930555555555556,23,72,0.319444444444444,1993
"Greg Kite",1.390625,0.15625,3.015625,31,64,0.484375,1993
"Gundars Vetra",3.46153846153846,0.461538461538462,0.615384615384615,3,13,0.230769230769231,1993
"Hakeem Olajuwon",26.0975609756098,3.54878048780488,13.0243902439024,55,82,0.670731707317073,1993
"Harold Miner",10.2739726027397,1,2.01369863013699,32,73,0.438356164383562,1993
"Harvey Grant",18.5972222222222,2.84722222222222,5.72222222222222,21,72,0.291666666666667,1993
"Henry James",6.7,0.1,1.1,1,10,0.1,1993
"Herb Williams",2.87272727272727,0.345454545454545,2.65454545454545,41,55,0.745454545454545,1993
"Hersey Hawkins",20.2839506172839,3.91358024691358,4.27160493827161,25,81,0.308641975308642,1993
"Horace Grant",13.2077922077922,2.61038961038961,9.46753246753247,53,77,0.688311688311688,1993
"Hot Rod Williams",11.0149253731343,2.26865671641791,6.19402985074627,46,67,0.686567164179104,1993
"Howard Wright",2,0,0.5,2,4,0.5,1993
"Hubert Davis",5.38,1.66,1.12,35,50,0.7,1993
"Isaiah Morris",2.2,0.16,0.48,11,25,0.44,1993
"Isiah Thomas",17.6075949367089,8.49367088607595,2.93670886075949,40,79,0.506329113924051,1993
"J.R. Reid",9.39759036144578,0.963855421686747,5.49397590361446,51,83,0.614457831325301,1993
"James Donaldson",3.5,0.166666666666667,4.83333333333333,4,6,0.666666666666667,1993
"James Edwards",6.30769230769231,0.788461538461538,1.92307692307692,25,52,0.480769230769231,1993
"James Worthy",14.890243902439,3.39024390243902,3.01219512195122,39,82,0.475609756097561,1993
"Jaren Jackson",3.85294117647059,1.02941176470588,1.14705882352941,18,34,0.529411764705882,1993
"Jay Guidinger",1.59375,0.53125,2,24,32,0.75,1993
"Jay Humphries",8.84615384615385,4.06410256410256,1.83333333333333,43,78,0.551282051282051,1993
"Jayson Williams",4.08333333333333,0,3.41666666666667,6,12,0.5,1993
"Jeff Grayer",8.8125,1.45833333333333,3.27083333333333,19,48,0.395833333333333,1993
"Jeff Hornacek",19.126582278481,6.93670886075949,4.32911392405063,26,79,0.329113924050633,1993
"Jeff Malone",18.0886075949367,1.62025316455696,2.18987341772152,45,79,0.569620253164557,1993
"Jeff Ruland",1.09090909090909,0.181818181818182,1.63636363636364,4,11,0.363636363636364,1993
"Jeff Sanders",2.66666666666667,0.666666666666667,3.22222222222222,3,9,0.333333333333333,1993
"Jeff Turner",7.04,1.42666666666667,3.36,37,75,0.493333333333333,1993
"Jerome Kersey",10.5538461538462,1.86153846153846,6.24615384615385,42,65,0.646153846153846,1993
"Jerome Lane",2.80952380952381,0.80952380952381,2.52380952380952,17,21,0.80952380952381,1993
"Jerrod Mustaf",4.59375,0.3125,2.59375,23,32,0.71875,1993
"Jim Jackson",16.3214285714286,4.67857142857143,4.35714285714286,7,28,0.25,1993
"Jim Les",4.49315068493151,2.31506849315068,1.21917808219178,20,73,0.273972602739726,1993
"Joe Courtney",2.75,0.25,1.58333333333333,6,12,0.5,1993
"Joe Dumars",23.4935064935065,4,1.92207792207792,37,77,0.480519480519481,1993
"Joe Kleine",3.29487179487179,0.5,4.43589743589744,44,78,0.564102564102564,1993
"Joe Wolf",2.30434782608696,0.217391304347826,2.08695652173913,12,23,0.521739130434783,1993
"John Bagley",2.3,2,0.7,6,10,0.6,1993
"John Battle",5.4390243902439,1.31707317073171,0.707317073170732,28,41,0.682926829268293,1993
"John Crotty",2.55,1.375,0.425,24,40,0.6,1993
"John Paxson",4.16949152542373,2.30508474576271,0.813559322033898,40,59,0.677966101694915,1993
"John Salley",8.29411764705882,1.62745098039216,6.13725490196078,21,51,0.411764705882353,1993
"John Starks",17.4625,5.05,2.55,58,80,0.725,1993
"John Stockton",15.109756097561,12.0365853658537,2.89024390243902,47,82,0.573170731707317,1993
"John Williams",6.64864864864865,1.91891891891892,4.27027027027027,37,74,0.5,1993
"Johnny Dawkins",8.85135135135135,4.58108108108108,1.83783783783784,25,74,0.337837837837838,1993
"Johnny Newman",11.9375,1.828125,2.234375,33,64,0.515625,1993
"Jojo English",1,0.166666666666667,1,3,6,0.5,1993
"Jon Barry",4.38297872340426,1.4468085106383,0.914893617021277,11,47,0.234042553191489,1993
"Jon Koncak",3.52564102564103,1.79487179487179,5.47435897435897,40,78,0.512820512820513,1993
"Jud Buechler",6.24285714285714,1.34285714285714,2.78571428571429,30,70,0.428571428571429,1993
"Karl Malone",27.0365853658537,3.75609756097561,11.2073170731707,47,82,0.573170731707317,1993
"Keith Askins",3.28985507246377,0.449275362318841,2.8695652173913,29,69,0.420289855072464,1993
"Keith Jennings",8.625,2.875,1.375,3,8,0.375,1993
"Ken Norman",14.9605263157895,2.17105263157895,7.51315789473684,39,76,0.513157894736842,1993
"Kendall Gill",16.9130434782609,3.88405797101449,4.92753623188406,36,69,0.521739130434783,1993
"Kennard Winchester",3.66666666666667,0.333333333333333,1.25641025641026,25,39,0.641025641025641,1993
"Kenny Anderson",16.8545454545455,8.16363636363636,4.10909090909091,31,55,0.563636363636364,1993
"Kenny Battle",4.66666666666667,0.666666666666667,3.66666666666667,1,3,0.333333333333333,1993
"Kenny Gattison",6.77333333333333,0.906666666666667,4.70666666666667,40,75,0.533333333333333,1993
"Kenny Payne",6.46153846153846,1.38461538461538,1.84615384615385,2,13,0.153846153846154,1993
"Kenny Smith",12.9878048780488,5.4390243902439,1.95121951219512,55,82,0.670731707317073,1993
"Kenny Williams",6.10526315789474,0.666666666666667,4,30,57,0.526315789473684,1993
"Kevin Brooks",4.12727272727273,0.618181818181818,1.47272727272727,24,55,0.436363636363636,1993
"Kevin Duckworth",9.85135135135135,0.945945945945946,5.22972972972973,45,74,0.608108108108108,1993
"Kevin Edwards",13.9,3,3.025,15,40,0.375,1993
"Kevin Gamble",13.3292682926829,2.75609756097561,3,48,82,0.585365853658537,1993
"Kevin Johnson",16.1428571428571,7.83673469387755,2.12244897959184,37,49,0.755102040816326,1993
"Kevin Lynch",2.15,0.625,0.875,20,40,0.5,1993
"Kevin McHale",10.7323943661972,1.02816901408451,5.04225352112676,41,71,0.577464788732394,1993
"Kevin Willis",17.9375,2.0625,12.85,43,80,0.5375,1993
"Kiki Vandeweghe",6.19512195121951,0.609756097560976,1.17073170731707,18,41,0.439024390243902,1993
"Kurt Rambis",2.45833333333333,0.736111111111111,3.15277777777778,24,72,0.333333333333333,1993
"Labradford Smith",9.26086956521739,2.69565217391304,1.53623188405797,18,69,0.260869565217391,1993
"Lamont Strothers",5.55555555555556,1.44444444444444,1.55555555555556,1,9,0.111111111111111,1993
"Lance Blanks",2.63934426229508,1.18032786885246,1.11475409836066,14,61,0.229508196721311,1993
"LaPhonso Ellis",14.6951219512195,1.84146341463415,9.07317073170732,36,82,0.439024390243902,1993
"Larry Johnson",22.0731707317073,4.30487804878049,10.5365853658537,44,82,0.536585365853659,1993
"Larry Krystkowiak",7.22535211267606,0.957746478873239,3.92957746478873,41,71,0.577464788732394,1993
"Larry Nance",16.4675324675325,2.8961038961039,8.67532467532468,50,77,0.649350649350649,1993
"Larry Robinson",3.75,0.75,0.75,1,4,0.25,1993
"Larry Smith",1.28787878787879,0.424242424242424,4.06060606060606,41,66,0.621212121212121,1993
"Larry Stewart",9.82716049382716,1.80246913580247,4.72839506172839,22,81,0.271604938271605,1993
"LaSalle Thompson",3.76190476190476,0.53968253968254,2.82539682539683,30,63,0.476190476190476,1993
"Latrell Sprewell",15.3506493506494,3.83116883116883,3.51948051948052,32,77,0.415584415584416,1993
"Lee Mayberry",5.17073170731707,3.32926829268293,1.4390243902439,28,82,0.341463414634146,1993
"Lester Conner",2.38709677419355,2.09677419354839,1.58064516129032,16,31,0.516129032258065,1993
"Lionel Simmons",17.8985507246377,4.52173913043478,7.17391304347826,22,69,0.318840579710145,1993
"Litterial Green",4.51923076923077,2.23076923076923,0.653846153846154,22,52,0.423076923076923,1993
"Lloyd Daniels",9.1038961038961,1.92207792207792,2.80519480519481,45,77,0.584415584415584,1993
"Lorenzo Williams",1.33333333333333,0.185185185185185,2.03703703703704,14,27,0.518518518518518,1993
"Luc Longley",5.8,0.927272727272727,4.36363636363636,13,55,0.236363636363636,1993
"Mahmoud Abdul-Rauf",19.1728395061728,4.24691358024691,2.77777777777778,36,81,0.444444444444444,1993
"Malik Sealy",5.68965517241379,0.810344827586207,1.93103448275862,29,58,0.5,1993
"Manute Bol",2.17241379310345,0.310344827586207,3.32758620689655,22,58,0.379310344827586,1993
"Marcus Liberty",8.05128205128205,1.34615384615385,4.29487179487179,35,78,0.448717948717949,1993
"Marcus Webb",4.33333333333333,0.222222222222222,1.11111111111111,4,9,0.444444444444444,1993
"Mario Elie",8.63414634146342,2.15853658536585,2.63414634146341,51,82,0.621951219512195,1993
"Mark Acres",3.55555555555556,0.277777777777778,3.72222222222222,7,18,0.388888888888889,1993
"Mark Aguirre",9.86274509803922,2.03921568627451,2.98039215686275,20,51,0.392156862745098,1993
"Mark Bryant",5.95,0.5125,4.05,50,80,0.625,1993
"Mark Eaton",2.765625,0.265625,4.125,34,64,0.53125,1993
"Mark Jackson",14.4024390243902,8.82926829268293,4.73170731707317,41,82,0.5,1993
"Mark Macon",7.45833333333333,2.625,2.14583333333333,18,48,0.375,1993
"Mark Price",18.2,8.02666666666667,2.68,51,75,0.68,1993
"Mark Randall",2.62162162162162,0.297297297297297,1.48648648648649,15,37,0.405405405405405,1993
"Mark West",5.31707317073171,0.353658536585366,5.58536585365854,62,82,0.75609756097561,1993
"Marlon Maxey",5.37209302325581,0.27906976744186,3.81395348837209,8,43,0.186046511627907,1993
"Marty Conlon",4.76086956521739,0.804347826086957,2.67391304347826,14,46,0.304347826086957,1993
"Matt Bullard",7.27848101265823,1.39240506329114,2.81012658227848,53,79,0.670886075949367,1993
"Matt Geiger",4.45833333333333,0.291666666666667,2.5,19,48,0.395833333333333,1993
"Matt Othick",2,1.75,0.5,2,4,0.5,1993
"Maurice Cheeks",3.6,3.05714285714286,1.2,18,35,0.514285714285714,1993
"Melvin Newbern",3.60606060606061,1.72727272727273,1.12121212121212,14,33,0.424242424242424,1993
"Michael Adams",14.7857142857143,7.51428571428571,3.42857142857143,21,70,0.3,1993
"Michael Cage",6.08536585365854,0.841463414634146,8.03658536585366,55,82,0.670731707317073,1993
"Michael Jordan",32.5769230769231,5.48717948717949,6.69230769230769,56,78,0.717948717948718,1993
"Micheal Williams",15.1447368421053,8.69736842105263,3.59210526315789,18,76,0.236842105263158,1993
"Mike Brown",5.67073170731707,0.780487804878049,4.76829268292683,47,82,0.573170731707317,1993
"Mike Gminski",2.73529411764706,0.205882352941176,2.5,20,34,0.588235294117647,1993
"Mike Iuzzolino",8.71428571428571,4.68571428571429,2,8,70,0.114285714285714,1993
"Mike Sanders",8.56603773584906,1.41509433962264,3.20754716981132,34,53,0.641509433962264,1993
"Mitch Richmond",21.9333333333333,4.91111111111111,3.42222222222222,17,45,0.377777777777778,1993
"Mookie Blaylock",13.3625,8.3875,3.5,42,80,0.525,1993
"Morlon Wiley",4.53448275862069,3.12068965517241,1.56896551724138,19,58,0.327586206896552,1993
"Moses Malone",4.54545454545455,0.636363636363636,4.18181818181818,1,11,0.0909090909090909,1993
"Muggsy Bogues",9.97530864197531,8.77777777777778,3.67901234567901,43,81,0.530864197530864,1993
"Nate McMillan",7.47945205479452,5.26027397260274,4.19178082191781,50,73,0.684931506849315,1993
"Negele Knight",6.05769230769231,2.78846153846154,1.23076923076923,42,52,0.807692307692308,1993
"Nick Anderson",19.9240506329114,3.35443037974684,6.0379746835443,41,79,0.518987341772152,1993
"Olden Polynice",7.25373134328358,0.432835820895522,6.23880597014925,34,67,0.507462686567164,1993
"Oliver Miller",5.58928571428571,2.10714285714286,4.91071428571429,41,56,0.732142857142857,1993
"Orlando Woolridge",12.0344827586207,1.98275862068966,3.18965517241379,21,58,0.362068965517241,1993
"Otis Thorpe",12.8194444444444,2.51388888888889,8.18055555555556,48,72,0.666666666666667,1993
"Pat Durham",4.2,0.8,2.8,3,5,0.6,1993
"Patrick Ewing",24.1851851851852,1.8641975308642,12.0987654320988,59,81,0.728395061728395,1993
"Paul Graham",8.125,2.05,2.375,42,80,0.525,1993
"Paul Pressey",4.38888888888889,1.66666666666667,1.72222222222222,10,18,0.555555555555556,1993
"Pervis Ellison",17.3877551020408,2.38775510204082,8.83673469387755,13,49,0.26530612244898,1993
"Pete Chilcutt",6.13559322033898,1.08474576271186,3.28813559322034,12,59,0.203389830508475,1993
"Pooh Richardson",10.3918918918919,7.74324324324324,3.60810810810811,36,74,0.486486486486487,1993
"Radisav Curcic",2.9,0.6,2.45,0,20,0,1993
"Rafael Addison",6.29411764705882,0.779411764705882,1.94117647058824,34,68,0.5,1993
"Randy Breuer",2.66666666666667,0.5,2.33333333333333,5,12,0.416666666666667,1993
"Randy Brown",7.56,2.61333333333333,2.82666666666667,25,75,0.333333333333333,1993
"Randy White",9.65625,0.765625,5.78125,5,64,0.078125,1993
"Randy Woods",1.65853658536585,0.975609756097561,0.341463414634146,23,41,0.560975609756098,1993
"Reggie Lewis",20.825,3.725,4.3375,46,80,0.575,1993
"Reggie Miller",21.1707317073171,3.19512195121951,3.14634146341463,41,82,0.5,1993
"Reggie Smith",1,0.0434782608695652,0.91304347826087,15,23,0.652173913043478,1993
"Reggie Williams",16.9746835443038,3.73417721518987,5.41772151898734,33,79,0.417721518987342,1993
"Rex Chapman",12.4833333333333,1.93333333333333,1.46666666666667,14,60,0.233333333333333,1993
"Rich King",2,0.333333333333333,1.66666666666667,2,3,0.666666666666667,1993
"Richard Dumas",15.7708333333333,1.25,4.64583333333333,36,48,0.75,1993
"Rick Fox",6.38028169014085,1.59154929577465,2.23943661971831,40,71,0.563380281690141,1993
"Rick Mahorn",3.93243243243243,0.445945945945946,3.77027027027027,37,74,0.5,1993
"Ricky Blanton",3,0.5,1.5,2,2,1,1993
"Ricky Pierce",18.2207792207792,2.85714285714286,2.49350649350649,52,77,0.675324675324675,1993
"Rik Smits",14.2592592592593,1.49382716049383,5.33333333333333,41,81,0.506172839506173,1993
"Robert Horry",10.1392405063291,2.41772151898734,4.9620253164557,54,79,0.683544303797468,1993
"Robert Pack",10.5194805194805,4.35064935064935,2.07792207792208,34,77,0.441558441558442,1993
"Robert Parish",12.5822784810127,0.772151898734177,9.36708860759494,46,79,0.582278481012658,1993
"Rod Higgins",8.27536231884058,1.72463768115942,2.79710144927536,20,69,0.289855072463768,1993
"Rod Strickland",13.7051282051282,7.16666666666667,4.32051282051282,49,78,0.628205128205128,1993
"Rodney McCray",3.46875,1.265625,2.46875,47,64,0.734375,1993
"Rolando Blackman",9.66666666666667,2.61666666666667,1.7,44,60,0.733333333333333,1993
"Ron Anderson",8.1304347826087,1.34782608695652,2.66666666666667,21,69,0.304347826086957,1993
"Ron Harper",18.0375,4.5,5.3125,40,80,0.5,1993
"Rony Seikaly",17.1111111111111,1.38888888888889,11.75,31,72,0.430555555555556,1993
"Rumeal Robinson",8.4,4.0375,1.9875,42,80,0.525,1993
"Sam Bowie",9.07594936708861,1.60759493670886,7.0379746835443,42,79,0.531645569620253,1993
"Sam Mack",3.55,0.375,1.2,26,40,0.65,1993
"Sam Mitchell",7.20987654320988,0.938271604938272,3.06172839506173,40,81,0.493827160493827,1993
"Sam Perkins",13.1139240506329,1.9746835443038,6.63291139240506,46,79,0.582278481012658,1993
"Sarunas Marciulionis",17.3666666666667,3.5,3.23333333333333,13,30,0.433333333333333,1993
"Scott Brooks",6.32926829268293,2.96341463414634,1.20731707317073,55,82,0.670731707317073,1993
"Scott Hastings",2.05263157894737,0.447368421052632,1.80263157894737,34,76,0.447368421052632,1993
"Scott Skiles",15.3974358974359,9.42307692307692,3.71794871794872,39,78,0.5,1993
"Scott Williams",5.94366197183099,0.957746478873239,6.35211267605634,51,71,0.71830985915493,1993
"Scottie Pippen",18.641975308642,6.25925925925926,7.66666666666667,56,81,0.691358024691358,1993
"Sean Elliott",17.2428571428571,3.78571428571429,4.6,44,70,0.628571428571429,1993
"Sean Green",4.76923076923077,0.538461538461538,0.692307692307692,7,13,0.538461538461538,1993
"Sean Higgins",8.27586206896552,2.27586206896552,2.3448275862069,12,29,0.413793103448276,1993
"Sean Rooks",13.4722222222222,1.31944444444444,7.44444444444444,10,72,0.138888888888889,1993
"Sedale Threatt",15.0609756097561,6.8780487804878,3.32926829268293,39,82,0.475609756097561,1993
"Shaquille O'Neal",23.3703703703704,1.87654320987654,13.8518518518519,41,81,0.506172839506173,1993
"Shawn Kemp",17.7948717948718,1.98717948717949,10.6794871794872,52,78,0.666666666666667,1993
"Sherman Douglas",7.82278481012658,6.43037974683544,2.0506329113924,47,79,0.594936708860759,1993
"Sidney Green",2.38461538461538,0.615384615384615,3.02564102564103,20,39,0.512820512820513,1993
"Sleepy Floyd",6.63461538461539,2.53846153846154,1.65384615384615,31,52,0.596153846153846,1993
"Spud Webb",14.4927536231884,6.97101449275362,2.79710144927536,21,69,0.304347826086957,1993
"Stacey Augmon",13.986301369863,2.32876712328767,3.93150684931507,38,73,0.520547945205479,1993
"Stacey King",5.36842105263158,0.934210526315789,2.72368421052632,53,76,0.697368421052632,1993
"Stan Kimbrough",1.66666666666667,0.333333333333333,0,0,3,0,1993
