"names","pts","ast","reb","wins","total_games","win_pct","year"
"Caldwell Jones",6.02439024390244,NA,NA,50,82,0.609756097560976,1977
"Calvin Murphy",17.8536585365854,NA,NA,49,82,0.597560975609756,1977
"Campy Russell",16.5428571428571,2.7,5.98571428571429,36,70,0.514285714285714,1977
"Cazzie Russell",16.390243902439,2.58536585365854,3.57317073170732,53,82,0.646341463414634,1977
"Charles Dudley",7.20253164556962,4.39240506329114,3.74683544303797,44,79,0.556962025316456,1977
"Charles Kupec",4.68292682926829,0.646341463414634,2.41463414634146,53,82,0.646341463414634,1977
"Charlie Johnson",7.07594936708861,1.15189873417722,1.78481012658228,44,79,0.556962025316456,1977
"Charlie Scott",18.1627906976744,4.55813953488372,4.44186046511628,23,43,0.534883720930233,1977
"Chris Ford",12.2560975609756,NA,NA,44,82,0.536585365853659,1977
"Chuck Terry",4.98360655737705,0.639344262295082,2.34426229508197,14,61,0.229508196721311,1977
"Chuck Williams",3.44615384615385,NA,NA,29,65,0.446153846153846,1977
"Chuckie Williams",1.68181818181818,0.318181818181818,0.181818181818182,13,22,0.590909090909091,1977
"Claude Terry",5.06666666666667,NA,NA,18,45,0.4,1977
"Cliff Pondexter",3.28205128205128,NA,NA,42,78,0.538461538461538,1977
"Clifford Ray",8.19480519480519,1.45454545454545,7.98701298701299,44,77,0.571428571428571,1977
"Clyde Mayes",1.44444444444444,0.333333333333333,1.77777777777778,3,9,0.333333333333333,1977
"Coby Dietrick",8.40243902439024,1.80487804878049,4.51219512195122,44,82,0.536585365853659,1977
"Corky Calhoun",3.37142857142857,0.5,2.05714285714286,42,70,0.6,1977
"Cornelius Cash",3.5,0.166666666666667,2.66666666666667,2,6,0.333333333333333,1977
"Cornell Warner",3.85714285714286,0.785714285714286,4.92857142857143,6,14,0.428571428571429,1977
"Curtis Perry",10.6818181818182,1.79545454545455,8.97727272727273,21,44,0.477272727272727,1977
"Curtis Rowe",10.126582278481,1.35443037974684,7.10126582278481,42,79,0.531645569620253,1977
"Dale Schlueter",1.79487179487179,0.974358974358974,2.05128205128205,17,39,0.435897435897436,1977
"Dan Issel",22.3417721518987,2.24050632911392,8.75949367088608,48,79,0.607594936708861,1977
"Dan Roundfield",13.9016393442623,1.13114754098361,8.49180327868852,28,61,0.459016393442623,1977
"Darnell Hillman",10.719512195122,2,8.45121951219512,36,82,0.439024390243902,1977
"Darrell Elston",1,0.4,1.2,1,5,0.2,1977
"Darryl Dawkins",5.25423728813559,NA,3.88135593220339,38,59,0.644067796610169,1977
"Dave Bing",10.59375,4.25,2.234375,36,64,0.5625,1977
"Dave Cowens",16.36,4.96,13.94,29,50,0.58,1977
"Dave Meyers",9.7,NA,NA,23,50,0.46,1977
"Dave Robisch",11.8875,1.975,6.9125,36,80,0.45,1977
"Dave Twardzik",10.3378378378378,3.33783783783784,2.72972972972973,47,74,0.635135135135135,1977
"Dave Wohl",5.74509803921569,NA,NA,18,51,0.352941176470588,1977
"David Thompson",25.9146341463415,4.10975609756098,4.07317073170732,50,82,0.609756097560976,1977
"Dean Meminger",1.34375,0.90625,0.8125,14,32,0.4375,1977
"Dean Tolson",5.98333333333333,0.45,2.61666666666667,25,60,0.416666666666667,1977
"Dennis Awtrey",5.70833333333333,2.54166666666667,4.94444444444444,28,72,0.388888888888889,1977
"Dennis Johnson",9.24691358024691,1.51851851851852,3.7283950617284,39,81,0.481481481481481,1977
"Dennis Layton",5.82142857142857,2.75,0.839285714285714,27,56,0.482142857142857,1977
"Derrek Dickey",7.36734693877551,1.28571428571429,4.89795918367347,27,49,0.551020408163265,1977
"Dick Snyder",9.25609756097561,1.95121951219512,1.81707317073171,43,82,0.524390243902439,1977
"Dick Van Arsdale",7.67948717948718,1.53846153846154,1.5,34,78,0.435897435897436,1977
"Don Adams",7.28571428571429,NA,NA,27,77,0.350649350649351,1977
"Don Buse",7.97530864197531,8.45679012345679,3.33333333333333,36,81,0.444444444444444,1977
"Don Chaney",6.12345679012346,3.80246913580247,4.07407407407407,53,81,0.654320987654321,1977
"Don Ford",7.28048780487805,1.60975609756098,4.30487804878049,53,82,0.646341463414634,1977
"Double D Davis",4.81818181818182,0.878787878787879,2.87878787878788,19,33,0.575757575757576,1977
"Doug Collins",18.3103448275862,NA,NA,35,58,0.603448275862069,1977
"Dwight Jones",5.85135135135135,NA,NA,44,74,0.594594594594595,1977
"E.C. Coleman",8.5974025974026,1.33766233766234,7.11688311688312,33,77,0.428571428571429,1977
"Earl Monroe",19.9090909090909,4.72727272727273,2.8961038961039,36,77,0.467532467532468,1977
"Earl Tatum",9.38235294117647,1.73529411764706,3.45588235294118,44,68,0.647058823529412,1977
"Earl Williams",3,1,2,0,1,0,1977
"Ed Ratleff",4.48648648648649,NA,NA,20,37,0.540540540540541,1977
"Edward Davis",4.26315789473684,1.05263157894737,1.52631578947368,3,19,0.157894736842105,1977
"Elmore Smith",9.15384615384615,NA,NA,30,78,0.384615384615385,1977
"Elvin Hayes",23.6829268292683,1.96341463414634,12.5487804878049,48,82,0.585365853658537,1977
"Eric Fernsten",2.8,NA,3.2,0,5,0,1977
"Eric Money",10.2465753424658,NA,NA,38,73,0.520547945205479,1977
"Ernie DiGregorio",10.716049382716,NA,NA,30,81,0.37037037037037,1977
"Eugene Kennedy",2.03125,NA,NA,20,32,0.625,1977
"Foots Walker",6.5,4.09677419354839,2.58064516129032,34,62,0.548387096774194,1977
"Frank Oleynick",4.02,1.2,0.9,22,50,0.44,1977
"Fred Boyd",9.93617021276596,3.12765957446809,1.91489361702128,20,47,0.425531914893617,1977
"Fred Brown",17.1666666666667,2.44444444444444,3.22222222222222,37,72,0.513888888888889,1977
"Fred Carter",7.9672131147541,NA,NA,27,61,0.442622950819672,1977
"Fred Foster",3.86440677966102,NA,NA,21,59,0.355932203389831,1977
"Fred Saunders",5.92647058823529,1.25,3.27941176470588,34,68,0.5,1977
"Freddie Lewis",7,1.75,1.46875,15,32,0.46875,1977
"Gail Goodrich",12.5925925925926,2.74074074074074,2.25925925925926,12,27,0.444444444444444,1977
"Garfield Heard",9.69565217391304,1.95652173913043,9.56521739130435,20,46,0.434782608695652,1977
"Gary Brokaw",8.0875,2.85,1.5375,30,80,0.375,1977
"George Gervin",23.109756097561,2.90243902439024,5.48780487804878,44,82,0.536585365853659,1977
"George Johnson",5.98717948717949,NA,NA,34,78,0.435897435897436,1977
"George Karl",2.72413793103448,1.58620689655172,0.586206896551724,17,29,0.586206896551724,1977
"George McGinnis",21.3924050632911,NA,11.5316455696203,48,79,0.607594936708861,1977
"George Trapp",5.5,0.5,1.66666666666667,2,6,0.333333333333333,1977
"Glenn Hansen",3.82926829268293,0.609756097560976,1.4390243902439,17,41,0.414634146341463,1977
"Glenn McDonald",2.11111111111111,0.777777777777778,1.33333333333333,1,9,0.111111111111111,1977
"Gus Gerard",7.38461538461539,NA,NA,31,65,0.476923076923077,1977
"Gus Williams",9.29268292682927,3.5609756097561,2.84146341463415,46,82,0.560975609756098,1977
"Harvey Catchings",2.9622641509434,0.566037735849057,4.41509433962264,31,53,0.584905660377358,1977
"Henry Bibby",10.1851851851852,NA,NA,50,81,0.617283950617284,1977
"Henry Dickerson",2.83333333333333,NA,NA,2,6,0.333333333333333,1977
"Henry Ward",3.07407407407407,0.222222222222222,1.22222222222222,13,27,0.481481481481481,1977
"Herm Gilliam",9.3,2.125,2.5125,48,80,0.6,1977
"Howard Porter",13.4303797468354,NA,NA,43,79,0.544303797468354,1977
"Ira Terrell",8.52564102564103,1.32051282051282,4.96153846153846,31,78,0.397435897435897,1977
"Isaac Stallworth",6.725,0.575,1.75,11,40,0.275,1977
"Jack Marin",6.75925925925926,NA,NA,34,54,0.62962962962963,1977
"Jamaal Wilkes",17.6710526315789,2.77631578947368,7.60526315789474,42,76,0.552631578947368,1977
"James Silas",9.5,2.27272727272727,1.45454545454545,11,22,0.5,1977
"Jan Van Breda Kolff",10.2361111111111,NA,6.38888888888889,21,72,0.291666666666667,1977
"Jerome Anderson",2.44444444444444,0.37037037037037,0.444444444444444,14,27,0.518518518518518,1977
"Jim Ard",3.82539682539683,0.841269841269841,4.6984126984127,32,63,0.507936507936508,1977
"Jim Barnett",4.125,NA,NA,10,16,0.625,1977
"Jim Brewer",8.50617283950617,2.40740740740741,9.40740740740741,42,81,0.518518518518518,1977
"Jim Chones",12.8658536585366,1.26829268292683,8.39024390243902,43,82,0.524390243902439,1977
"Jim Cleamons",10.4333333333333,5.13333333333333,4.55,33,60,0.55,1977
"Jim Eakins",6,1.45121951219512,4.40243902439024,40,82,0.48780487804878,1977
"Jim Fox",6.52112676056338,NA,4.63380281690141,16,71,0.225352112676056,1977
"Jim McElroy",10.5616438356164,3.50684931506849,2.47945205479452,30,73,0.410958904109589,1977
"Jim McMillian",9.92537313432836,2.07462686567164,4.58208955223881,33,67,0.492537313432836,1977
"Jim Price",7.27160493827161,NA,NA,42,81,0.518518518518518,1977
"Jimmy Jones",2,0.333333333333333,1.33333333333333,0,3,0,1977
"Joe Bryant",4.37704918032787,0.786885245901639,1.9344262295082,35,61,0.573770491803279,1977
"Joe Meriweather",11.2328767123288,NA,NA,28,73,0.383561643835616,1977
"Joe Pace",2.13333333333333,0.133333333333333,1.13333333333333,16,30,0.533333333333333,1977
"John Brown",5.72727272727273,NA,NA,30,77,0.38961038961039,1977
"John Drew",24.1891891891892,NA,NA,30,74,0.405405405405405,1977
"John Gianelli",7.94736842105263,NA,NA,29,76,0.381578947368421,1977
"John Havlicek",17.6582278481013,5.06329113924051,4.83544303797468,41,79,0.518987341772152,1977
"John Johnson",9.24050632911392,NA,NA,47,79,0.594936708860759,1977
"John Lambert",2.52380952380952,0.492063492063492,2.44444444444444,31,63,0.492063492063492,1977
"John Laskowski",3.76595744680851,NA,1.34042553191489,23,47,0.48936170212766,1977
"John Lucas",11.109756097561,NA,NA,49,82,0.597560975609756,1977
"John Mengelt",8.31147540983607,NA,NA,36,61,0.590163934426229,1977
"John Shumate",15.0810810810811,NA,NA,29,74,0.391891891891892,1977
"John Williamson",20.6027397260274,NA,NA,24,73,0.328767123287671,1977
"Johnny Davis",8.0253164556962,1.87341772151899,1.59493670886076,47,79,0.594936708860759,1977
"Johnny Neumann",6.04761904761905,2.26984126984127,1.14285714285714,43,63,0.682539682539683,1977
"Jojo White",19.6219512195122,6,4.69512195121951,44,82,0.536585365853659,1977
"Julius Erving",21.5853658536585,NA,NA,50,82,0.609756097560976,1977
"Junior Bridgeman",14.3780487804878,NA,NA,30,82,0.365853658536585,1977
"Kareem Abdul-Jabbar",26.2439024390244,3.89024390243902,13.2926829268293,53,82,0.646341463414634,1977
"Keith Erickson",6.42,2.08,2.88,19,50,0.38,1977
"Keith Starr",0.823529411764706,NA,0.588235294117647,6,17,0.352941176470588,1977
"Ken Charles",11.1341463414634,NA,NA,31,82,0.378048780487805,1977
"Kermit Washington",9.69811320754717,0.905660377358491,9.22641509433962,35,53,0.660377358490566,1977
"Kevin Grevey",6.93421052631579,0.868421052631579,2.34210526315789,43,76,0.565789473684211,1977
"Kevin Kunnert",9.39506172839506,NA,NA,48,81,0.592592592592593,1977
"Kevin Porter",8.8641975308642,NA,NA,43,81,0.530864197530864,1977
"Kevin Restani",5.59375,NA,NA,26,64,0.40625,1977
"Kevin Stacom",5.11392405063291,1.48101265822785,1.22784810126582,42,79,0.531645569620253,1977
"Kim Hughes",3.96296296296296,NA,6.95061728395062,21,81,0.259259259259259,1977
"Larry Kenon",21.8589743589744,2.93589743589744,11.2564102564103,44,78,0.564102564102564,1977
"Larry McNeill",6.08333333333333,0.25,3.125,10,24,0.416666666666667,1977
"Larry Steele",10.3086419753086,2.11111111111111,2.32098765432099,48,81,0.592592592592593,1977
"Larry Wright",7.84615384615385,2.93589743589744,1.25641025641026,44,78,0.564102564102564,1977
"Len Elmore",3,0.333333333333333,2.5,2,6,0.333333333333333,1977
"Leon Douglas",7.52439024390244,NA,NA,44,82,0.536585365853659,1977
"Leonard Gray",7.63855421686747,1.49397590361446,3.53012048192771,50,83,0.602409638554217,1977
"Lionel Hollins",14.7236842105263,4.13157894736842,2.76315789473684,45,76,0.592105263157895,1977
"Lloyd Neal",6.8448275862069,1,4.39655172413793,35,58,0.603448275862069,1977
"Lloyd Walton",4.32075471698113,NA,NA,15,53,0.283018867924528,1977
"Lonnie Shelton",11.6219512195122,1.81707317073171,7.73170731707317,40,82,0.48780487804878,1977
"Lou Dampier",6.625,2.925,0.975,43,80,0.5375,1977
"Lou Hudson",16.6896551724138,NA,NA,20,58,0.344827586206897,1977
"Louie Nelson",4.5,0.75,1.75,3,4,0.75,1977
"Lucius Allen",14.6025641025641,5.15384615384615,3.21794871794872,50,78,0.641025641025641,1977
"Luther Burden",5.68852459016393,1.01639344262295,1.08196721311475,26,61,0.426229508196721,1977
"M.L. Carr",13.3048780487805,NA,NA,44,82,0.536585365853659,1977
"Mack Calvin",9.56578947368421,3.15789473684211,1.26315789473684,38,76,0.5,1977
"Mark Olberding",10.4024390243902,1.45121951219512,5.53658536585366,44,82,0.536585365853659,1977
"Marshall Rogers",3.7037037037037,NA,NA,15,27,0.555555555555556,1977
"Marv Roberts",2.07142857142857,0.678571428571429,0.892857142857143,17,28,0.607142857142857,1977
"Marvin Barnes",9.62264150943396,NA,NA,31,53,0.584905660377358,1977
"Marvin Webster",6.7375,0.775,6.05,48,80,0.6,1977
"Maurice Lucas",20.2405063291139,2.89873417721519,11.379746835443,48,79,0.607594936708861,1977
"Mel Bennett",4.6865671641791,1.04477611940298,3.53731343283582,29,67,0.432835820895522,1977
"Mel Daniels",3.25,NA,NA,4,12,0.333333333333333,1977
"Mel Davis",7.14285714285714,1.25,5.23214285714286,19,56,0.339285714285714,1977
"Mickey Johnson",17.2839506172839,NA,NA,43,81,0.530864197530864,1977
"Mike Bantom",12.2857142857143,1.32467532467532,6.11688311688312,32,77,0.415584415584416,1977
"Mike Barr",3.9041095890411,2.3972602739726,1.78082191780822,33,73,0.452054794520548,1977
"Mike D'Antoni",1.5,1,1,0,2,0,1977
"Mike Dunleavy",4.8125,1.75,1.0625,23,32,0.71875,1977
"Mike Flynn",8.23287671232877,2.45205479452055,2.56164383561644,31,73,0.424657534246575,1977
"Mike Gale",10.280487804878,5.78048780487805,3.32926829268293,44,82,0.536585365853659,1977
"Mike Green",9.81578947368421,1.57894736842105,6.61842105263158,38,76,0.5,1977
"Mike Newlin",12.7439024390244,NA,NA,49,82,0.597560975609756,1977
"Mike Riordan",1.61224489795918,0.408163265306122,0.551020408163265,23,49,0.469387755102041,1977
"Mike Sojourner",4.52941176470588,NA,NA,16,51,0.313725490196078,1977
"Mitch Kupchak",10.390243902439,0.768292682926829,6.0609756097561,48,82,0.585365853658537,1977
"Mo Howard",4.75,1.3125,1.21875,14,32,0.4375,1977
"Monte Towe",2.5,NA,NA,38,52,0.730769230769231,1977
"Moses Malone",13.2073170731707,NA,NA,49,82,0.597560975609756,1977
"Nate Archibald",20.5,7.47058823529412,2.35294117647059,12,34,0.352941176470588,1977
"Nate Thurmond",5.46938775510204,1.69387755102041,7.63265306122449,27,49,0.551020408163265,1977
"Nate Williams",12.3291139240506,1.16455696202532,3.87341772151899,34,79,0.430379746835443,1977
"Neal Walk",5.63636363636364,0.545454545454545,2.45454545454545,5,11,0.454545454545455,1977
"Nick Weatherspoon",11.4677419354839,0.854838709677419,6.90322580645161,28,62,0.451612903225806,1977
"Norm Cook",2.52,0.2,1.08,7,25,0.28,1977
"Norm Van Lier",10.219512195122,NA,NA,44,82,0.536585365853659,1977
"Norton Barnhill",1,0.25,0.75,2,4,0.5,1977
"Ollie Johnson",6.60493827160494,1.2962962962963,2.61728395061728,40,81,0.493827160493827,1977
"Otto Moore",5.88888888888889,2.23456790123457,7.77777777777778,34,81,0.419753086419753,1977
"Paul Griffin",5.24691358024691,2.07407407407407,6.11111111111111,34,81,0.419753086419753,1977
"Paul McCracken",5.22222222222222,NA,1.77777777777778,2,9,0.222222222222222,1977
"Paul Silas",7.18518518518519,1.62962962962963,7.48148148148148,49,81,0.604938271604938,1977
"Paul Westphal",21.3086419753086,5.66666666666667,2.34567901234568,34,81,0.419753086419753,1977
"Pete Maravich",31.1369863013699,5.36986301369863,5.19178082191781,34,73,0.465753424657534,1977
"Phil Chenier",20.2307692307692,3.71794871794872,3.83333333333333,47,78,0.602564102564103,1977
"Phil Hicks",2.44736842105263,NA,NA,25,38,0.657894736842105,1977
"Phil Jackson",3.35526315789474,1.11842105263158,3.01315789473684,35,76,0.460526315789474,1977
"Phil Sellers",4.5,NA,NA,19,44,0.431818181818182,1977
"Phil Smith",18.9878048780488,4,4.04878048780488,46,82,0.560975609756098,1977
"Quinn Buckner",8.62025316455696,NA,NA,29,79,0.367088607594937,1977
"Ralph Simpson",11.038961038961,NA,NA,42,77,0.545454545454545,1977
"Randy Denton",5.31111111111111,NA,NA,15,45,0.333333333333333,1977
"Randy Smith",20.7073170731707,NA,NA,30,82,0.365853658536585,1977
"Rich Jones",10.5882352941176,1.35294117647059,5.70588235294118,8,34,0.235294117647059,1977
"Rich Kelley",6.89473684210526,2.73684210526316,7.72368421052632,32,76,0.421052631578947,1977
"Richard Washington",13.0365853658537,1.03658536585366,8.51219512195122,40,82,0.48780487804878,1977
"Rick Barry",21.8101265822785,6.0126582278481,5.34177215189873,44,79,0.556962025316456,1977
"Ricky Sobers",13.5569620253165,3.0126582278481,2.9620253164557,31,79,0.392405063291139,1977
"Robert Hawkins",19.3461538461538,NA,2.96153846153846,11,52,0.211538461538462,1977
"Robert Parish",9.05194805194805,0.961038961038961,7.05194805194805,43,77,0.558441558441558,1977
"Robin Jones",5.46031746031746,1.26984126984127,4.6984126984127,40,63,0.634920634920635,1977
"Roger Brown",1.3953488372093,NA,NA,21,43,0.488372093023256,1977
"Roland Taylor",3.81012658227848,3.64556962025316,2.67088607594937,50,79,0.632911392405063,1977
"Ron Behagen",8.6,1.38333333333333,7.18333333333333,25,60,0.416666666666667,1977
"Ron Boone",22.1707317073171,4.1219512195122,3.92682926829268,40,82,0.48780487804878,1977
"Ron Davis",2.85714285714286,NA,NA,1,7,0.142857142857143,1977
"Ron Lee",10.1951219512195,3.20731707317073,3.64634146341463,34,82,0.414634146341463,1977
"Rowland Garrett",4.08064516129032,NA,NA,31,62,0.5,1977
"Rudy Hackett",2.33333333333333,0.5,2.16666666666667,2,6,0.333333333333333,1977
"Rudy Tomjanovich",21.641975308642,NA,NA,48,81,0.592592592592593,1977
"Rudy White",2.3695652173913,NA,NA,21,46,0.456521739130435,1977
"Sam Lacey",10.5975609756098,4.70731707317073,8.95121951219512,40,82,0.48780487804878,1977
"Scott Lloyd",5.81159420289855,NA,NA,22,69,0.318840579710145,1977
"Scott May",14.5833333333333,NA,NA,42,72,0.583333333333333,1977
"Scott Wedman",15.4320987654321,2.80246913580247,6.24691358024691,39,81,0.481481481481481,1977
"Sidney Wicks",15.0975609756098,2.0609756097561,10.0487804878049,44,82,0.536585365853659,1977
"Slick Watts",13.0126582278481,7.9746835443038,3.88607594936709,40,79,0.506329113924051,1977
"Sonny Parker",5.83076923076923,0.907692307692308,2.66153846153846,36,65,0.553846153846154,1977
"Spencer Haywood",16.5483870967742,1.61290322580645,8.93548387096774,15,31,0.483870967741935,1977
"Steve Green",6.42857142857143,0.657142857142857,2.52857142857143,32,70,0.457142857142857,1977
"Steve Hawes",8.20454545454546,NA,NA,18,44,0.409090909090909,1977
"Steve Kuberski",4.27631578947368,0.513157894736842,2.75,41,76,0.539473684210526,1977
"Steve Mix",10.5466666666667,NA,NA,48,75,0.64,1977
"Swen Nater",13.0277777777778,1.5,12.0138888888889,27,72,0.375,1977
"Ted, Hound Dog McClain",8.18055555555556,4.5,3.18055555555556,43,72,0.597222222222222,1977
"Terry Furlow",2.625,0.59375,1.21875,21,32,0.65625,1977
"Tim Bassett",9.03947368421053,NA,8.42105263157895,20,76,0.263157894736842,1977
"Tom Abernethy",6.27142857142857,1.4,4.12857142857143,48,70,0.685714285714286,1977
"Tom Barker",8.06779661016949,NA,NA,21,59,0.355932203389831,1977
"Tom Boerwinkle",3.71951219512195,NA,NA,44,82,0.536585365853659,1977
"Tom Boswell",6.37142857142857,1.22857142857143,4.37142857142857,38,70,0.542857142857143,1977
"Tom Burleson",9.70731707317073,1.13414634146341,6.67073170731707,40,82,0.48780487804878,1977
"Tom Henderson",11.2068965517241,NA,NA,42,87,0.482758620689655,1977
"Tom Kropp",3.28301886792453,NA,NA,27,53,0.509433962264151,1977
"Tom McMillen",8.47368421052632,NA,NA,38,76,0.5,1977
"Tom Owens",4.08695652173913,NA,NA,24,46,0.521739130434783,1977
"Tom Van Arsdale",5.76623376623377,0.857142857142857,2.38961038961039,33,77,0.428571428571429,1977
"Truck Robinson",18.987012987013,NA,NA,37,77,0.480519480519481,1977
"Wally Walker",5.16666666666667,0.772727272727273,1.63636363636364,39,66,0.590909090909091,1977
"Walt Frazier",17.4078947368421,5.30263157894737,3.82894736842105,37,76,0.486842105263158,1977
"Wes Unseld",7.80487804878049,4.47560975609756,10.6951219512195,48,82,0.585365853658537,1977
"Wil Jones",13.025,2.3625,7.55,36,80,0.45,1977
"Wilbur Holland",14.8860759493671,NA,NA,42,79,0.531645569620253,1977
"William Averitt",7.85333333333333,NA,NA,24,75,0.32,1977
"Willie Norwood",7.67105263157895,1.30263157894737,3.84210526315789,35,76,0.460526315789474,1977
"Willie Smith",0,0,0,1,2,0.5,1977
"Willie Wise",8.21333333333333,1.89333333333333,3.37333333333333,48,75,0.64,1977
"World Free",16.2564102564103,NA,NA,47,78,0.602564102564103,1977
"Zaid Abdul-Aziz",3.77272727272727,NA,NA,7,22,0.318181818181818,1977
"Aaron James",12.1625,NA,5.2625,38,80,0.475,1978
"Adrian Dantley",21.4810126582278,3.20253164556962,7.84810126582278,44,79,0.556962025316456,1978
"Al Eberhard",4.94594594594595,NA,2.75675675675676,15,37,0.405405405405405,1978
"Al Fleming",2,0.35,1.5,12,20,0.6,1978
"Al Skinner",7.87012987012987,NA,NA,31,77,0.402597402597403,1978
"Alex English",9.63414634146342,1.57317073170732,4.81707317073171,44,82,0.536585365853659,1978
"Allan Bristow",8.12195121951219,2.36585365853659,3.13414634146341,52,82,0.634146341463415,1978
"Alonzo Bradley",7.04651162790698,1.25581395348837,2.30232558139535,13,43,0.302325581395349,1978
"Alvan Adams",15.4571428571429,3.21428571428571,8.07142857142857,41,70,0.585714285714286,1978
"Alvin Scott",6.07407407407407,1.08641975308642,4.40740740740741,48,81,0.592592592592593,1978
"Andre McCarter",0,0,1,0,1,0,1978
"Anthony Roberts",9.45121951219512,1.28048780487805,4.28048780487805,48,82,0.585365853658537,1978
"Armond Hill",9.71951219512195,NA,NA,41,82,0.5,1978
"Artis Gilmore",22.9146341463415,NA,13.0609756097561,40,82,0.48780487804878,1978
"Austin Carr",12.3292682926829,2.74390243902439,2.28048780487805,43,82,0.524390243902439,1978
"Bayard Forrest",4.234375,2.015625,3.90625,41,64,0.640625,1978
"Ben Poquette",4.46153846153846,NA,2.78846153846154,22,52,0.423076923076923,1978
"Bernard King",24.1645569620253,NA,NA,23,79,0.291139240506329,1978
"Bill Robinzine",9.95121951219512,NA,6.57317073170732,31,82,0.378048780487805,1978
"Bill Walton",18.9137931034483,5.01724137931035,13.2068965517241,48,58,0.827586206896552,1978
"Bill Willoughby",6.59649122807018,NA,NA,15,57,0.263157894736842,1978
"Billy Knight",22.9245283018868,NA,NA,18,53,0.339622641509434,1978
"Billy Paultz",15.825,2.625,8.4375,51,80,0.6375,1978
"Bingo Smith",10.3170731707317,1.10975609756098,2.52439024390244,43,82,0.524390243902439,1978
"Bo Ellis",4.33333333333333,0.935897435897436,3.8974358974359,46,78,0.58974358974359,1978
"Bob Bigelow",1.6,0,1.8,3,5,0.6,1978
"Bob Carrington",8.83333333333333,NA,NA,19,72,0.263888888888889,1978
"Bob Dandridge",19.3333333333333,3.82666666666667,5.89333333333333,40,75,0.533333333333333,1978
"Bob Gross",12.6944444444444,3.52777777777778,5.55555555555556,55,72,0.763888888888889,1978
"Bob Lanier",24.4761904761905,NA,11.3492063492063,31,63,0.492063492063492,1978
"Bob McAdoo",26.5443037974684,3.77215189873418,12.7721518987342,41,79,0.518987341772152,1978
"Bob Nash",5.51515151515152,0.696969696969697,2.56060606060606,25,66,0.378787878787879,1978
"Bob Wilkerson",11.3456790123457,5.41975308641975,5.85185185185185,47,81,0.580246913580247,1978
"Bobby Jones",14.5066666666667,3.36,8.48,43,75,0.573333333333333,1978
"Bobby Wilson",2.5,0.666666666666667,1,4,12,0.333333333333333,1978
"Brad Davis",2.48484848484848,2.51515151515152,1.06060606060606,22,33,0.666666666666667,1978
"Brian Taylor",11.5897435897436,3.38461538461538,2.51282051282051,26,39,0.666666666666667,1978
"Brian Winters",19.95,4.9375,3.125,43,80,0.5375,1978
"Bruce Seals",7.82191780821918,NA,3.0958904109589,42,73,0.575342465753425,1978
"Butch Beard",9.43037974683544,4.29113924050633,3.34177215189873,42,79,0.531645569620253,1978
"Caldwell Jones",5.425,NA,7.125,53,80,0.6625,1978
"Calvin Murphy",25.6184210526316,NA,2.15789473684211,26,76,0.342105263157895,1978
"Campy Russell",19.4166666666667,3.86111111111111,6.36111111111111,36,72,0.5,1978
"Cazzie Russell",8.75,NA,2.30555555555556,15,36,0.416666666666667,1978
"Cedric Maxwell",7.33333333333333,0.944444444444444,5.26388888888889,28,72,0.388888888888889,1978
"Charles Dudley",5.02564102564103,5.24358974358974,3.67948717948718,43,78,0.551282051282051,1978
"Charles Kupec",3.97959183673469,1,1.87755102040816,10,49,0.204081632653061,1978
"Charlie Criss",11.3506493506494,NA,NA,39,77,0.506493506493506,1978
"Charlie Johnson",7.36619718309859,1.83098591549296,2.1830985915493,35,71,0.492957746478873,1978
"Charlie Scott",13.4683544303797,4.77215189873418,3.15189873417722,38,79,0.481012658227848,1978
"Chris Ford",10.5,NA,3.26829268292683,38,82,0.463414634146341,1978
"Chuck Williams",7.26027397260274,NA,NA,25,73,0.342465753424658,1978
"Claude Terry",2.18518518518519,NA,NA,11,27,0.407407407407407,1978
"Cliff Pondexter",2,NA,2.95454545454545,20,44,0.454545454545455,1978
"Clifford Ray",8.75949367088608,1.86075949367089,9.59493670886076,42,79,0.531645569620253,1978
"Coby Dietrick",7.45569620253165,2.73417721518987,4.53164556962025,50,79,0.632911392405063,1978
"Corky Calhoun",5.26582278481013,1.10126582278481,2.72151898734177,57,79,0.721518987341772,1978
"Curtis Perry",6.02222222222222,1.06666666666667,5.55555555555556,30,45,0.666666666666667,1978
"Curtis Rowe",6.11764705882353,0.882352941176471,3.98039215686275,19,51,0.372549019607843,1978
"Dale Schlueter",2.5,1.8,2.1,3,10,0.3,1978
"Dan Issel",21.2926829268293,3.70731707317073,10.1219512195122,48,82,0.585365853658537,1978
"Dan Roundfield",13.4177215189873,2.48101265822785,10.1772151898734,29,79,0.367088607594937,1978
"Darnell Hillman",10.8589743589744,NA,NA,27,78,0.346153846153846,1978
"Darryl Dawkins",11.7142857142857,NA,7.92857142857143,46,70,0.657142857142857,1978
"Dave Bing",13.6,3.75,2.65,31,80,0.3875,1978
"Dave Cowens",18.6363636363636,4.55844155844156,14,32,77,0.415584415584416,1978
"Dave Meyers",14.7,3.0125,6.7125,43,80,0.5375,1978
"Dave Robisch",5.82051282051282,1.12820512820513,4.51282051282051,43,78,0.551282051282051,1978
"Dave Twardzik",8.89333333333333,3.25333333333333,1.78666666666667,53,75,0.706666666666667,1978
"Dave Wohl",3.5,NA,NA,1,10,0.1,1978
"David Thompson",27.175,4.525,4.875,47,80,0.5875,1978
"Dean Tolson",0,2,0,0,1,0,1978
